EEID,FullName,JobTitle,Department,BusinessUnit,Gender,Ethnicity,Age,HireDate,AnnualSalary,Bonus%,Country,City,ExitDate
E00652,Ashley Marshall,Vice President,Finance,Manufacturing,Male,Black,35,12-11-2001,"$100,825",11%,India,Columbus,########
E00653,Mr. Henry Henderson,Analyst,IT,Corporate,Female,Black,54,29-01-2018,"$54,135",21%,India,Miami,########
E00654,Joseph Perez,Director,Engineering,Corporate,Female,Caucasian,59,06-09-1998,"$115,664",30%,China,Shanghai,10-02-2024
E00655,William Riley,Analyst,Engineering,Corporate,Male,Latino,43,22-11-2014,"$110,085",19%,India,Phoenix,########
E00656,Samantha Hammond,Manager,Research,Speciality,Female,Caucasian,39,01-01-2001,"$187,934",13%,Brazil,Rio de Janeiro,########
E00657,Stephen Gould,Coordinator,Research,Corporate,Male,Latino,41,16-10-2021,"$71,077",21%,United States,Miami,14-08-2024
E00658,Jeremiah Olsen,Vice President,Finance,Manufacturing,Male,Latino,30,17-04-1996,"$166,679",21%,United States,Shanghai,########
E00659,Jordan Williamson,Vice President,Finance,Corporate,Female,Latino,34,15-02-2017,"$102,521",22%,Germany,Shanghai,########
E00660,Shannon Ryan,Coordinator,Research,Corporate,Male,Latino,34,05-04-2016,"$150,822",27%,India,Miami,########
E00661,Tammy Bridges,Consultant,Finance,Manufacturing,Male,Black,39,22-03-2019,"$169,722",16%,United States,Manaus,########
E00662,Mr. John Jones,Technical,Engineering,Speciality,Male,Latino,42,04-12-2007,"$99,768",3%,Germany,Austin,########
E00663,Robert Sanchez,Director,Sales,Speciality,Male,Other,36,21-09-1995,"$105,854",24%,United States,Seattle,########
E00664,Jennifer Flores,Technical,IT,Speciality,Female,Latino,48,28-11-2012,"$195,738",19%,United States,Seattle,########
E00665,Adam Hunter,Manager,Marketing,Speciality,Female,Other,52,02-09-2012,"$69,883",3%,Brazil,Columbus,########
E00666,Monica Bernard,Coordinator,Sales,Speciality,Female,Asian,35,07-12-2019,"$119,140",22%,India,Shanghai,########
E00667,Rachel James,Manager,Sales,Corporate,Male,Latino,43,30-11-2013,"$78,264",22%,China,Manaus,########
E00668,Crystal Humphrey,Coordinator,Marketing,Manufacturing,Female,Asian,59,24-03-2020,"$63,396",4%,India,Phoenix,########
E00669,Allen Hart,Technical,Marketing,Corporate,Female,Other,23,08-12-2018,"$109,398",2%,Germany,Phoenix,########
E00670,Scott West,Vice President,Engineering,Manufacturing,Male,Caucasian,24,13-09-2014,"$190,938",9%,China,Miami,########
E00671,Timothy Pittman,Manager,Sales,Speciality,Male,Other,43,26-01-1999,"$196,856",8%,Germany,Chicago,########
E00672,Emily Johnson,Manager,IT,Corporate,Female,Black,50,16-06-2004,"$78,500",1%,United States,Chongqing,13-03-2023
E00673,Linda Brooks,Consultant,Engineering,Corporate,Male,Other,59,05-02-2012,"$97,358",0%,Germany,Manaus,########
E00674,Kristopher Holden,Vice President,Sales,Corporate,Male,Caucasian,40,06-03-2002,"$80,311",1%,United States,Columbus,05-11-2020
E00675,Claudia Lee,Consultant,Marketing,Manufacturing,Male,Other,32,15-01-2003,"$168,132",21%,India,Phoenix,20-09-2023
E00676,Michael Smith,Consultant,Research,Speciality,Male,Caucasian,55,20-04-2000,"$128,279",0%,United States,Columbus,########
E00677,Bonnie Peterson,Analyst,Engineering,Manufacturing,Male,Asian,40,24-09-1995,"$100,078",28%,China,Chongqing,########
E00678,Alicia Brown,Manager,Engineering,Manufacturing,Male,Black,29,22-10-2013,"$92,767",12%,Germany,Austin,########
E00679,Robert Mathis,Sr. Manager,Marketing,Manufacturing,Female,Other,57,27-11-1999,"$131,204",2%,India,Rio de Janeiro,########
E00680,Linda Peterson,Technical,Marketing,Manufacturing,Female,Black,56,03-12-1996,"$98,513",2%,Brazil,Rio de Janeiro,########
E00681,Alexandra Jenkins,Engineer,Engineering,Corporate,Female,Other,29,26-11-2020,"$83,460",23%,India,Seattle,########
E00682,Tiffany Wong,Analyst,Sales,Manufacturing,Female,Other,46,18-06-2020,"$86,390",23%,China,Rio de Janeiro,########
E00683,Jeremy Ross,Engineer,Sales,Manufacturing,Female,Black,37,17-08-2021,"$176,865",7%,Brazil,Manaus,########
E00684,Charles Lewis,Analyst,Sales,Corporate,Male,Latino,24,20-02-2000,"$171,888",19%,China,Chicago,06-06-2024
E00685,Barbara Carroll,Manager,Marketing,Corporate,Female,Other,46,05-09-2022,"$79,464",9%,Germany,Rio de Janeiro,12-07-2022
E00686,Caleb Fields,Technical,Marketing,Corporate,Male,Asian,45,09-10-2009,"$147,512",21%,Brazil,Manaus,########
E00687,David Jacobs,Manager,Engineering,Corporate,Male,Black,51,22-02-2002,"$162,208",11%,United States,Rio de Janeiro,11-10-2024
E00688,Jordan Butler,Consultant,Engineering,Manufacturing,Male,Caucasian,43,27-01-2001,"$141,065",11%,United States,Seattle,########
E00689,Melissa Davis,Analyst,IT,Speciality,Male,Latino,27,04-03-2016,"$82,432",3%,China,Shanghai,26-09-2022
E00690,Blake Reed,Manager,IT,Manufacturing,Female,Latino,60,19-12-2003,"$170,644",22%,Brazil,Chicago,07-01-2022
E00691,Alyssa Carroll,Director,Sales,Speciality,Male,Caucasian,48,14-02-2020,"$173,687",0%,Germany,Chicago,########
E00692,Erin Davis,Technical,Engineering,Speciality,Female,Caucasian,34,24-11-1995,"$174,470",29%,China,Columbus,20-12-2024
E00693,Ryan Cunningham,Engineer,IT,Speciality,Male,Asian,58,13-05-2018,"$166,286",9%,China,Chicago,########
E00694,Michael Wheeler,Analyst,Sales,Speciality,Female,Latino,35,20-03-2004,"$113,459",6%,United States,Phoenix,22-05-2022
E00695,Mr. Ryan Weaver,Sr. Manager,Sales,Corporate,Male,Latino,37,12-09-2017,"$139,424",7%,China,Chongqing,########
E00696,Susan Drake,Director,Marketing,Speciality,Female,Latino,42,11-08-1998,"$61,533",0%,China,Chongqing,########
E00697,Emily White,Coordinator,Research,Speciality,Male,Black,24,17-08-2017,"$158,084",5%,India,Columbus,########
E00698,Terri Mendez,Engineer,Sales,Manufacturing,Female,Black,41,30-08-2006,"$60,341",2%,India,Manaus,########
E00699,John Marks,Engineer,Engineering,Corporate,Male,Asian,29,24-08-2012,"$132,071",18%,China,Chongqing,########
E00700,Melissa Phelps,Consultant,Sales,Speciality,Female,Caucasian,25,18-10-2010,"$86,871",19%,Germany,Chicago,02-12-2023
E00701,Donna Macdonald,Engineer,Engineering,Speciality,Female,Latino,29,18-11-2005,"$77,449",25%,United States,Rio de Janeiro,25-04-2023
E00702,George Collins,Sr. Manager,Engineering,Speciality,Male,Black,53,22-05-2007,"$92,035",30%,Germany,Phoenix,########
E00703,Daniel Ramirez,Consultant,IT,Corporate,Female,Black,31,23-03-2005,"$137,113",10%,India,Austin,30-06-2021
E00704,Amber Hansen,Consultant,Finance,Speciality,Female,Asian,28,31-10-2014,"$68,353",15%,Germany,Manaus,########
E00705,Wendy Jackson,Vice President,Finance,Speciality,Male,Black,60,26-03-2008,"$107,541",14%,United States,Chongqing,########
E00706,Mr. John Garrett,Director,Engineering,Speciality,Female,Other,48,09-05-1998,"$187,190",13%,United States,Chongqing,20-01-2020
E00707,Alicia Melendez,Consultant,Research,Manufacturing,Female,Black,28,28-10-1996,"$167,451",1%,China,Columbus,21-12-2023
E00708,Sonia Cunningham,Vice President,IT,Speciality,Female,Black,43,06-12-1995,"$132,298",29%,United States,Austin,########
E00709,Phillip Jennings,Vice President,Marketing,Manufacturing,Female,Other,53,19-11-2023,"$159,863",7%,India,Chicago,########
E00710,Desiree Davis,Consultant,IT,Speciality,Male,Black,33,30-08-2012,"$149,213",17%,United States,Seattle,########
E00711,Justin Phillips,Coordinator,Finance,Manufacturing,Male,Latino,46,01-08-2013,"$134,315",17%,India,Seattle,########
E00712,Angela Porter,Director,Marketing,Corporate,Male,Black,27,30-12-2020,"$182,176",22%,Germany,Miami,########
E00713,Vicki Wheeler,Director,Marketing,Manufacturing,Male,Latino,51,18-05-2008,"$67,516",20%,China,Phoenix,23-02-2021
E00714,Jodi Cordova,Engineer,Marketing,Corporate,Male,Black,44,20-07-2015,"$157,887",2%,Brazil,Phoenix,########
E00715,Stephanie Sandoval,Analyst,Sales,Manufacturing,Female,Asian,60,29-10-2002,"$163,480",5%,Brazil,Seattle,########
E00716,Stephen Clark,Coordinator,Research,Manufacturing,Male,Caucasian,54,19-01-2016,"$173,366",21%,Germany,Austin,########
E00717,Mrs. Molly Riley DDS,Vice President,Finance,Speciality,Male,Black,60,07-10-2012,"$75,843",0%,United States,Austin,30-07-2021
E00718,Lauren Campbell,Director,Marketing,Corporate,Female,Other,36,08-06-2011,"$178,725",12%,India,Austin,########
E00719,Lisa Vazquez,Manager,Research,Corporate,Male,Asian,46,18-03-2022,"$104,763",27%,Germany,Manaus,########
E00720,Erica Freeman,Sr. Manager,Engineering,Corporate,Male,Other,31,15-01-1998,"$116,675",27%,China,Shanghai,########
E00721,Jeffrey Fitzpatrick,Sr. Manager,Sales,Corporate,Female,Asian,36,24-08-1998,"$85,716",23%,Brazil,Columbus,########
E00722,Laura Newman,Manager,IT,Manufacturing,Female,Other,52,10-12-2005,"$143,352",24%,Germany,Phoenix,########
E00723,Sharon Valdez,Analyst,Marketing,Corporate,Male,Black,27,16-06-2003,"$64,439",27%,India,Chongqing,21-07-2023
E00724,Michael Young,Coordinator,Engineering,Speciality,Male,Black,54,28-04-2015,"$149,239",6%,China,Chongqing,########
E00725,Pamela Sullivan,Consultant,IT,Manufacturing,Male,Other,49,09-04-2023,"$143,218",1%,China,Phoenix,########
E00726,Patricia Middleton,Manager,IT,Corporate,Female,Other,23,16-12-2003,"$142,441",12%,Brazil,Phoenix,########
E00727,Crystal Petty,Consultant,Engineering,Manufacturing,Male,Other,46,15-11-2014,"$160,744",7%,Brazil,Austin,########
E00728,Donald Clark,Vice President,Finance,Speciality,Male,Asian,27,21-07-2014,"$169,843",6%,India,Chicago,########
E00729,Matthew Collins,Engineer,Finance,Manufacturing,Female,Other,48,13-11-2016,"$158,904",3%,Germany,Seattle,30-05-2021
E00730,Christopher Shields,Manager,Research,Corporate,Female,Black,43,23-12-2018,"$196,303",28%,China,Shanghai,24-12-2023
E00731,Julie Perez,Consultant,Engineering,Corporate,Male,Black,60,16-10-2008,"$75,743",30%,United States,Manaus,########
E00732,Thomas Thomas,Sr. Manager,Sales,Manufacturing,Male,Asian,43,15-06-2023,"$160,472",15%,India,Miami,########
E00733,Jeffrey Contreras,Sr. Manager,Engineering,Corporate,Female,Black,53,16-09-1997,"$133,481",10%,India,Manaus,########
E00734,Thomas Tucker,Analyst,Marketing,Manufacturing,Male,Latino,23,16-09-2006,"$161,669",5%,Germany,Shanghai,########
E00735,Ashley Williams,Coordinator,Research,Speciality,Female,Asian,40,18-05-1998,"$77,864",5%,China,Chongqing,########
E00736,Theresa Jackson,Coordinator,Research,Corporate,Female,Caucasian,38,14-10-2003,"$60,701",4%,China,Columbus,########
E00737,Walter Munoz,Analyst,Finance,Corporate,Female,Asian,31,26-01-2000,"$175,633",26%,Germany,Rio de Janeiro,########
E00738,Erica Castillo,Sr. Manager,Research,Speciality,Male,Asian,29,05-05-2022,"$163,151",9%,Germany,Manaus,########
E00739,Michelle Rodriguez,Director,Marketing,Speciality,Female,Latino,54,07-04-1999,"$157,215",2%,Germany,Shanghai,########
E00740,Yvette Mckenzie,Sr. Manager,Sales,Corporate,Female,Latino,44,30-07-2020,"$186,567",8%,China,Austin,########
E00741,Adam Butler,Technical,Sales,Manufacturing,Female,Asian,26,14-12-2000,"$159,008",6%,United States,Columbus,########
E00742,Felicia Lucas,Engineer,IT,Manufacturing,Male,Caucasian,33,14-12-2001,"$103,554",4%,Germany,Seattle,27-07-2023
E00743,Pamela Ruiz,Engineer,Finance,Manufacturing,Male,Asian,53,24-12-2014,"$161,373",15%,Brazil,Chongqing,########
E00744,Dr. Nicole Wood MD,Sr. Manager,IT,Corporate,Female,Latino,24,04-12-2019,"$140,935",1%,China,Austin,11-04-2022
E00745,Suzanne Willis,Director,Finance,Manufacturing,Female,Black,29,25-09-2023,"$173,047",22%,China,Chongqing,########
E00746,Tom Scott,Analyst,Sales,Corporate,Female,Black,43,25-08-2014,"$53,862",6%,India,Shanghai,########
E00747,Hailey Wade,Engineer,IT,Corporate,Female,Caucasian,29,17-09-2002,"$180,282",8%,United States,Chongqing,########
E00748,Lisa Fox,Consultant,Engineering,Manufacturing,Female,Caucasian,56,04-09-1995,"$93,525",3%,Germany,Phoenix,04-09-2022
E00749,Jennifer Martinez,Vice President,Sales,Manufacturing,Male,Black,23,04-09-2004,"$199,490",30%,Brazil,Chicago,########
E00750,Jeffrey Sexton,Coordinator,Finance,Corporate,Male,Other,55,29-12-1995,"$192,490",21%,China,Seattle,########
E00751,Bryan Jones,Engineer,Engineering,Manufacturing,Male,Latino,52,09-05-2003,"$109,591",10%,United States,Phoenix,########
E00752,Ronald Wilson,Coordinator,Sales,Manufacturing,Male,Latino,38,18-11-2014,"$140,056",20%,Germany,Manaus,########
E00753,Stephanie Day,Analyst,Sales,Manufacturing,Female,Caucasian,42,07-03-2022,"$159,350",26%,India,Miami,########
E00754,Justin Morrison,Vice President,Research,Speciality,Female,Other,36,05-09-2022,"$192,130",10%,India,Chicago,########
E00755,Michael Raymond,Coordinator,Sales,Corporate,Female,Black,29,17-05-2004,"$189,120",21%,India,Phoenix,########
E00756,Mr. Nicholas Webb DDS,Vice President,Marketing,Corporate,Male,Caucasian,32,13-08-2000,"$192,877",29%,Brazil,Austin,########
E00757,James Smith,Vice President,Engineering,Corporate,Male,Caucasian,57,27-11-2011,"$196,439",3%,China,Miami,########
E00758,Christopher Hoffman,Consultant,Research,Corporate,Male,Other,43,16-03-2008,"$189,336",10%,United States,Shanghai,########
E00759,Debra Cohen,Coordinator,Marketing,Speciality,Female,Black,56,01-09-1999,"$103,314",21%,United States,Shanghai,########
E00760,Christopher Thomas,Director,Marketing,Speciality,Male,Black,55,23-07-2014,"$125,336",23%,Germany,Chicago,########
E00761,Barbara Garcia,Coordinator,Engineering,Speciality,Male,Latino,51,18-08-2009,"$148,876",22%,Brazil,Chongqing,########
E00762,Christian Allison,Sr. Manager,IT,Manufacturing,Male,Asian,59,26-11-2023,"$149,733",11%,India,Phoenix,########
E00763,Autumn Morrow,Sr. Manager,Engineering,Manufacturing,Male,Caucasian,22,13-02-2009,"$173,788",13%,Brazil,Manaus,########
E00764,Alexander Hunt,Analyst,IT,Speciality,Male,Other,30,30-06-2023,"$144,181",12%,China,Manaus,########
E00765,Paul Stewart PhD,Technical,Research,Manufacturing,Female,Other,55,21-12-2011,"$74,625",10%,China,Shanghai,########
E00766,Barbara Rodgers,Manager,Research,Manufacturing,Female,Latino,30,28-12-2005,"$144,572",0%,India,Chongqing,########
E00767,Christine Myers,Technical,Sales,Corporate,Female,Other,27,17-09-2018,"$199,333",2%,China,Rio de Janeiro,########
E00768,Marcus Watkins,Director,Marketing,Manufacturing,Female,Asian,27,16-06-2000,"$132,581",8%,United States,Rio de Janeiro,########
E00769,Kurt Garcia,Consultant,IT,Speciality,Female,Latino,38,18-02-2002,"$114,568",14%,United States,Seattle,########
E00770,Mrs. Leslie Hernandez DVM,Analyst,Marketing,Speciality,Female,Other,36,25-12-2010,"$56,331",2%,Germany,Austin,05-03-2022
E00771,John Rojas,Analyst,IT,Speciality,Male,Latino,35,25-08-2017,"$195,569",20%,China,Manaus,########
E00772,Douglas Cox,Manager,Finance,Corporate,Male,Caucasian,25,17-02-2009,"$72,498",18%,United States,Shanghai,29-08-2021
E00773,Tracy Cowan,Vice President,Sales,Corporate,Male,Latino,23,05-08-2014,"$50,480",15%,India,Manaus,########
E00774,Lisa Smith,Director,Finance,Manufacturing,Female,Asian,32,03-10-1997,"$145,443",10%,China,Chicago,########
E00775,Jamie Hawkins,Engineer,Sales,Corporate,Female,Caucasian,36,22-05-2004,"$106,699",10%,United States,Phoenix,########
E00776,Andrew Wright,Consultant,Engineering,Manufacturing,Male,Caucasian,42,12-10-2015,"$176,636",3%,China,Austin,########
E00777,Donald Rosario,Manager,IT,Manufacturing,Female,Black,51,12-12-2017,"$187,176",1%,Brazil,Phoenix,19-10-2023
E00778,Jason Wallace,Coordinator,Research,Speciality,Male,Caucasian,53,11-10-2006,"$160,345",21%,Brazil,Austin,########
E00779,Scott Perez,Director,Research,Manufacturing,Female,Latino,25,28-01-2004,"$145,749",26%,Germany,Austin,########
E00780,Barry Jordan,Consultant,Engineering,Corporate,Female,Asian,43,22-01-2008,"$141,017",3%,United States,Columbus,########
E00781,Kyle Riggs,Technical,Research,Corporate,Male,Caucasian,38,24-04-2010,"$178,942",14%,Germany,Phoenix,########
E00782,Richard Anderson,Coordinator,Finance,Corporate,Female,Latino,54,25-11-2005,"$137,311",10%,United States,Rio de Janeiro,########
E00783,Andrea Powers,Engineer,Research,Manufacturing,Male,Caucasian,37,12-02-1999,"$88,807",21%,China,Chicago,########
E00784,Thomas Pierce,Coordinator,IT,Corporate,Female,Other,36,02-07-2019,"$133,896",3%,India,Chongqing,########
E00785,Karen Nelson,Coordinator,IT,Speciality,Male,Other,36,16-05-2016,"$99,012",21%,India,Chongqing,########
E00786,Gregory Reynolds,Analyst,Research,Manufacturing,Male,Caucasian,45,19-11-2010,"$84,237",12%,United States,Seattle,20-07-2020
E00787,Ashley Daniels PhD,Engineer,IT,Corporate,Male,Other,35,09-09-1997,"$109,684",16%,Germany,Chicago,########
E00788,Tina Mahoney,Analyst,Research,Corporate,Female,Caucasian,41,25-08-2002,"$72,550",6%,Brazil,Shanghai,########
E00789,Harold Murillo,Director,Marketing,Speciality,Female,Caucasian,36,22-03-2006,"$166,165",14%,India,Chongqing,########
E00790,Jeffery Dennis,Sr. Manager,Finance,Corporate,Male,Asian,31,12-09-1996,"$145,569",12%,United States,Chicago,########
E00791,Danielle Ramos,Analyst,IT,Corporate,Female,Black,60,22-10-1996,"$123,757",24%,Brazil,Chicago,########
E00792,Kenneth Bennett,Manager,Research,Corporate,Female,Asian,40,22-07-2016,"$95,847",26%,China,Phoenix,########
E00793,Laura Wolf,Analyst,Marketing,Corporate,Female,Latino,25,27-02-2008,"$59,570",28%,Germany,Miami,########
E00794,Carol Davenport,Director,Research,Speciality,Male,Asian,22,28-09-1996,"$102,709",23%,United States,Seattle,########
E00795,Raymond Allen,Analyst,Marketing,Speciality,Male,Other,47,20-01-2023,"$180,042",6%,India,Shanghai,13-12-2021
E00796,James Esparza,Technical,Research,Speciality,Female,Asian,23,01-09-2015,"$63,971",22%,India,Austin,########
E00797,Denise Nguyen,Consultant,IT,Corporate,Female,Other,52,15-11-2018,"$159,837",0%,United States,Columbus,########
E00798,Colton Ramirez,Manager,Research,Corporate,Female,Asian,45,21-09-2010,"$101,379",18%,United States,Shanghai,########
E00799,Anthony Robinson,Manager,Engineering,Manufacturing,Female,Asian,56,24-10-2021,"$168,276",4%,United States,Rio de Janeiro,########
E00800,Geoffrey Miller,Consultant,Research,Speciality,Male,Black,31,11-02-2021,"$140,693",22%,United States,Chongqing,13-10-2022
E00801,Justin Martinez,Coordinator,Research,Speciality,Female,Black,27,05-05-2020,"$68,137",1%,United States,Chicago,06-02-2024
E00802,Ethan Hartman,Consultant,IT,Manufacturing,Female,Black,29,17-08-2017,"$181,033",29%,Brazil,Shanghai,########
E00803,Rebecca Robbins,Technical,Finance,Speciality,Female,Caucasian,52,12-03-2006,"$74,451",12%,United States,Rio de Janeiro,24-06-2020
E00804,David Carter,Analyst,IT,Speciality,Female,Other,58,02-05-2001,"$107,134",22%,Germany,Rio de Janeiro,########
E00805,Robert Woodard,Vice President,Research,Manufacturing,Female,Latino,39,10-10-2005,"$173,372",17%,United States,Rio de Janeiro,########
E00806,Tammy Baker MD,Analyst,IT,Corporate,Female,Caucasian,36,27-11-2011,"$92,127",17%,Germany,Shanghai,########
E00807,Tina Martin,Director,Finance,Corporate,Female,Asian,48,16-09-1995,"$113,057",5%,China,Seattle,########
E00808,Daniel Mcdowell,Vice President,Research,Speciality,Female,Asian,42,19-05-2020,"$50,566",8%,Germany,Columbus,########
E00809,Devin Sparks,Technical,Finance,Corporate,Female,Other,47,20-07-2008,"$183,559",6%,India,Chicago,########
E00810,Deborah Rhodes,Analyst,Marketing,Manufacturing,Male,Latino,28,12-10-1997,"$170,825",20%,Germany,Columbus,########
E00811,Shannon Kelley,Engineer,Research,Manufacturing,Female,Black,25,10-04-1997,"$125,513",15%,China,Austin,11-07-2023
E00812,John Lopez,Consultant,Engineering,Manufacturing,Female,Asian,24,16-12-2013,"$123,292",2%,Brazil,Columbus,########
E00813,George Pham,Manager,Marketing,Manufacturing,Female,Caucasian,26,08-01-1995,"$159,076",16%,India,Chongqing,########
E00814,Steven Hamilton,Analyst,Research,Speciality,Male,Caucasian,33,17-10-2012,"$56,187",21%,China,Rio de Janeiro,########
E00815,Michael Morris,Analyst,Sales,Manufacturing,Male,Caucasian,58,18-10-2002,"$173,745",4%,India,Rio de Janeiro,########
E00816,Annette Wiley,Coordinator,Research,Speciality,Female,Latino,37,12-08-2009,"$69,535",11%,Germany,Austin,07-11-2020
E00817,Omar Perry,Consultant,Finance,Manufacturing,Female,Other,46,09-03-2020,"$170,720",21%,China,Chicago,22-01-2020
E00818,Hayden Chavez,Manager,Finance,Corporate,Male,Black,55,27-11-2014,"$193,315",20%,India,Phoenix,########
E00819,Jacob Adams,Director,IT,Corporate,Female,Latino,24,03-10-2001,"$77,113",5%,Germany,Chicago,########
E00820,Shannon Howard,Sr. Manager,IT,Corporate,Female,Latino,35,08-12-2008,"$174,195",22%,China,Columbus,07-09-2020
E00821,Christopher Melton,Vice President,Engineering,Speciality,Male,Asian,40,09-12-2020,"$141,642",24%,Brazil,Manaus,########
E00822,Michael Cook,Vice President,Marketing,Manufacturing,Female,Asian,24,28-03-2022,"$188,320",9%,India,Miami,########
E00823,Steven Fletcher,Sr. Manager,Marketing,Speciality,Male,Other,25,08-09-2000,"$131,548",8%,Brazil,Phoenix,########
E00824,Samuel Hicks,Director,Marketing,Speciality,Female,Black,43,19-04-2006,"$100,169",14%,China,Chicago,########
E00825,Cheryl Pena,Consultant,Sales,Speciality,Female,Asian,22,21-09-1997,"$88,207",10%,Brazil,Rio de Janeiro,########
E00826,Joshua Castro,Technical,IT,Manufacturing,Male,Caucasian,59,07-01-2011,"$158,729",0%,India,Phoenix,########
E00827,Sarah Armstrong,Sr. Manager,IT,Manufacturing,Female,Asian,24,02-08-2001,"$104,765",6%,Brazil,Manaus,########
E00828,Brandi Hall,Technical,Engineering,Manufacturing,Female,Other,27,11-01-2014,"$67,950",28%,Germany,Seattle,27-06-2024
E00829,William Schwartz,Engineer,Research,Corporate,Female,Black,34,04-03-2011,"$85,457",24%,Brazil,Columbus,########
E00830,Henry Barr,Coordinator,IT,Manufacturing,Male,Black,55,26-10-1997,"$66,379",18%,United States,Manaus,########
E00831,Alan Thompson,Director,Sales,Speciality,Female,Black,36,24-03-2021,"$138,881",1%,United States,Seattle,########
E00832,Robert Wilson,Coordinator,Research,Manufacturing,Male,Black,27,12-05-2006,"$109,660",27%,United States,Austin,########
E00833,Cynthia Diaz,Technical,Finance,Manufacturing,Female,Latino,44,12-02-2002,"$121,894",24%,China,Chicago,########
E00834,John Jimenez,Consultant,Finance,Speciality,Male,Caucasian,50,12-11-1998,"$197,104",25%,India,Seattle,########
E00835,Molly Harmon,Coordinator,Marketing,Speciality,Female,Other,30,11-02-1995,"$96,528",26%,Brazil,Shanghai,########
E00836,Wyatt Stevenson,Technical,Marketing,Corporate,Female,Other,45,09-01-1995,"$84,533",28%,China,Shanghai,########
E00837,Tina Gordon,Manager,Finance,Manufacturing,Male,Asian,54,30-05-2004,"$50,762",7%,China,Austin,30-03-2021
E00838,Andrew Miller,Manager,Sales,Manufacturing,Male,Asian,39,15-06-1999,"$151,560",26%,Germany,Manaus,########
E00839,Ashley Harris,Vice President,Research,Corporate,Male,Other,47,24-03-1999,"$148,957",9%,Brazil,Chongqing,########
E00840,Juan Richardson,Coordinator,Engineering,Manufacturing,Male,Other,32,16-02-1995,"$96,334",15%,India,Chongqing,########
E00841,Laura Wheeler,Sr. Manager,Sales,Speciality,Male,Latino,47,26-09-2000,"$144,331",8%,India,Manaus,########
E00842,Dustin Davis,Sr. Manager,Sales,Corporate,Male,Asian,55,18-09-2000,"$60,421",22%,Brazil,Manaus,########
E00843,Jill Downs,Analyst,Marketing,Speciality,Male,Latino,38,11-04-2003,"$124,090",26%,Brazil,Chongqing,########
E00844,Jose Cross,Technical,Sales,Manufacturing,Female,Other,43,12-07-2019,"$119,927",21%,Brazil,Manaus,12-10-2024
E00845,Christina Williams,Sr. Manager,Finance,Speciality,Female,Caucasian,37,20-08-1999,"$57,805",5%,Brazil,Miami,########
E00846,Brian White,Technical,IT,Manufacturing,Female,Caucasian,30,11-01-2002,"$78,350",28%,United States,Austin,########
E00847,Vanessa Webb,Analyst,Engineering,Speciality,Male,Other,38,24-09-2020,"$90,199",3%,India,Miami,########
E00848,Edward Bell,Sr. Manager,Marketing,Speciality,Female,Latino,28,09-07-2008,"$148,932",11%,Brazil,Seattle,########
E00849,Mr. James Poole DVM,Coordinator,Sales,Speciality,Female,Asian,25,13-12-2004,"$124,820",27%,India,Chongqing,########
E00850,Joshua Parks,Manager,Research,Speciality,Male,Latino,46,23-03-2020,"$93,933",27%,Germany,Phoenix,########
E00851,David Dominguez,Sr. Manager,Finance,Speciality,Male,Asian,22,01-11-2020,"$174,473",22%,Brazil,Seattle,08-05-2020
E00852,Dean Diaz,Consultant,Sales,Manufacturing,Female,Latino,44,26-02-1995,"$120,955",3%,China,Shanghai,########
E00853,Darryl Johnson,Technical,IT,Manufacturing,Male,Asian,59,08-03-2014,"$57,750",8%,India,Phoenix,08-10-2022
E00854,Kayla Jones,Technical,Sales,Speciality,Male,Black,34,24-04-1998,"$121,535",15%,India,Miami,########
E00855,Courtney Hamilton,Consultant,Sales,Manufacturing,Male,Latino,32,28-12-2015,"$97,794",6%,China,Manaus,########
E00856,Natalie Ritter,Engineer,Finance,Speciality,Male,Black,27,03-04-2004,"$60,436",24%,China,Seattle,########
E00857,Michael Willis,Technical,IT,Manufacturing,Female,Asian,55,26-10-1997,"$88,593",11%,Germany,Manaus,########
E00858,Evan Perry,Sr. Manager,Research,Manufacturing,Male,Other,42,01-10-2006,"$165,299",7%,China,Manaus,########
E00859,Crystal Townsend,Consultant,Engineering,Manufacturing,Female,Other,41,13-10-2023,"$126,686",29%,China,Columbus,########
E00860,Michelle Jones,Engineer,Engineering,Speciality,Female,Asian,28,09-05-2001,"$72,846",2%,India,Columbus,11-11-2020
E00861,Kim Valdez,Vice President,IT,Corporate,Male,Asian,41,19-04-2008,"$79,744",20%,China,Chongqing,########
E00862,Jeffrey Williams,Director,IT,Manufacturing,Male,Asian,33,27-08-2019,"$144,913",13%,India,Austin,03-01-2021
E00863,Michelle Jackson,Manager,IT,Corporate,Male,Other,34,29-09-1999,"$157,620",1%,Brazil,Seattle,09-09-2020
E00864,Cynthia Lane,Director,Engineering,Speciality,Male,Latino,48,20-11-2023,"$71,845",1%,China,Manaus,########
E00865,Luis Jones,Analyst,Engineering,Manufacturing,Male,Black,31,18-05-1999,"$139,338",2%,Brazil,Columbus,01-09-2024
E00866,Tyrone Nichols,Technical,IT,Manufacturing,Female,Caucasian,59,27-01-2023,"$131,403",0%,United States,Shanghai,########
E00867,Danielle Potts,Sr. Manager,Research,Corporate,Male,Black,39,02-06-2020,"$180,175",29%,China,Chongqing,########
E00868,Erin Daniel,Analyst,Research,Speciality,Female,Other,36,09-03-2019,"$123,386",19%,Germany,Manaus,########
E00869,James White,Analyst,Engineering,Speciality,Female,Asian,52,28-08-2005,"$100,749",3%,Germany,Chongqing,########
